레시피ID,레시피명,메뉴 대분류,세부 카테고리,주재료,조리 유형,상황 태그,식사 유형,매운맛,기준 인분,재료명,재료 분량,재료 수,총 소요 시간(분),난이도,필요 도구,설거지 수준,조리 단계 수,조리 단계,단계별 시간,불 세기,보관 방법,재가열 방법,대체 재료,생략 가능 재료,초보 팁,실패 방지 팁,초보 적합도(5점),1인 가구 적합도(5점)
R0046,데리야키 치킨덮밥,밥·덮밥,덮밥,"[밥, 닭다리살, 양파]","[볶기, 굽기]","[원팬 요리, 도시락 가능, 든든한 한 끼, 남은 재료 활용]",[점심·저녁],없음,1인분,"[밥, 닭다리살, 양파, 대파, 식용유, 진간장, 설탕, 맛술, 물, 다진 마늘, 후추, 김가루]","[200g, 180g, 1/4개(50g), 10g, 5ml(1작은술), 20ml(1큰술+1작은술), 8g(2작은술), 15ml(1큰술), 30ml(2큰술), 3g, 0.1g, 2g(선택)]",12,22,쉬움,"[칼, 도마, 프라이팬, 집게, 작은 그릇, 밥그릇]",보통,7,"[1. 닭다리살은 3cm 크기로 자르고 양파는 0.5cm 두께로 썬다. ,  2. 작은 그릇에 진간장, 설탕, 맛술, 물, 다진 마늘을 섞는다. ,  3. 팬에 식용유를 두르고 중불에서 닭을 껍질 쪽부터 4분 굽는다. ,  4. 뒤집어 2분 굽고 양파를 넣어 1분 볶는다. ,  5. 데리야키 소스를 붓고 중약불에서 5분 조리며 닭에 소스를 끼얹는다. ,  6. 닭 속이 익고 소스가 숟가락에 얇게 묻는 농도가 되면 후추를 뿌린다. ,  7. 밥 위에 닭과 양파를 올리고 대파와 김가루를 얹는다.]","[1. 약 3분 ,  2. 약 1분 ,  3. 4분 ,  4. 2분 + 1분 ,  5. 5분 ,  6. 약 1분 ,  7. 약 1분]","[1. 불 사용 없음 ,  2. 불 사용 없음 ,  3. 중불 ,  4. 중불 ,  5. 중약불 ,  6. 중약불 ,  7. 중약불]","닭과 소스는 밀폐 냉장 2일, 밥은 별도 보관","전자레인지 700W에서 닭 1분 30초, 밥 1분 30초 정도 중심까지 뜨겁게 데워 합친다",[닭다리살은 닭가슴살 160g으로 대체 가능하며 소스 조림 시간을 3분으로 줄인다],[김가루는 생략 가능],밥은 미리 따뜻하게 풀어 두고 양념은 절반만 먼저 넣은 뒤 맛을 보고 추가한다.,소스를 센불에서 졸이면 설탕이 타기 쉽다. 소스를 넣은 뒤 중약불로 낮추고 농도를 보며 끈다.,4,5
R0047,돈까스덮밥,밥·덮밥,덮밥,"[밥, 돈까스, 계란]","[에어프라이어, 굽기, 조리기]","[에어프라이어, 도시락 가능, 든든한 한 끼, 남은 재료 활용]",[점심·저녁],없음,1인분,"[밥, 냉동 또는 조리된 돈까스, 양파, 계란, 물, 진간장, 설탕, 맛술, 대파]","[200g, 1장(120g), 1/4개(50g), 1개(50g), 120ml, 15ml(1큰술), 5g(1작은술), 10ml(2작은술), 8g]",9,20,쉬움,"[에어프라이어 또는 프라이팬, 작은 냄비, 칼, 도마, 볼, 젓가락, 밥그릇]",많음,7,"[1. 돈까스는 제품 표시대로 에어프라이어 또는 팬에서 바삭하게 익힌다. ,  2. 양파는 0.5cm 두께로 썰고 계란은 볼에 가볍게 푼다. ,  3. 작은 냄비에 물, 진간장, 설탕, 맛술, 양파를 넣고 중불에서 4분 끓인다. ,  4. 익힌 돈까스를 2cm 폭으로 썰어 양파 위에 올린다. ,  5. 계란물을 가장자리부터 두 번에 나눠 붓고 뚜껑을 덮어 약불에서 1분 30초 익힌다. ,  6. 계란이 80% 정도 익고 촉촉할 때 불을 끈다. ,  7. 밥 위에 국물과 함께 올리고 대파를 뿌린다.]","[1. 약 2분 ,  2. 약 3분 ,  3. 4분 ,  4. 약 2분 ,  5. 1분 30초 ,  6. 약 1분 ,  7. 약 1분]","[1. 에어프라이어 ,  2. 불 사용 없음 ,  3. 중불 ,  4. 불 사용 없음 ,  5. 약불 ,  6. 불 끔 ,  7. 불 사용 없음]",완성 즉시 먹는다; 남으면 밥과 토핑을 따로 냉장 1일,"토핑은 전자레인지 700W 1분 30초, 돈까스 바삭함은 회복되지 않는다",[돈까스는 치킨너겟 5개 또는 군만두 5개로 대체 가능],[맛술과 대파는 생략 가능],밥은 미리 따뜻하게 풀어 두고 양념은 절반만 먼저 넣은 뒤 맛을 보고 추가한다.,돈까스를 국물에 오래 담가두면 눅눅해진다. 먹기 직전에 올리고 계란은 과하게 익히지 않는다.,4,4
R0048,돼지고기 김치볶음,메인요리,볶음,"[돼지고기, 김치, 양파]",[볶기],"[원팬 요리, 설거지 적음, 도시락 가능, 든든한 한 끼, 밥반찬, 남은 재료 활용]",[점심·저녁],약간 매움,1인분,"[돼지고기 앞다리살, 배추김치, 양파, 대파, 식용유, 고춧가루, 진간장, 설탕, 다진 마늘, 참기름, 통깨]","[150g, 150g, 1/4개(50g), 15g, 5ml(1작은술), 2g(1작은술), 5ml(1작은술), 5g(1작은술), 3g, 2.5ml(1/2작은술), 1g]",11,18,쉬움,"[칼, 도마, 프라이팬, 뒤집개]",적음,6,"[1. 돼지고기는 4cm 크기, 김치는 2cm 폭, 양파는 0.5cm 두께로 썬다. ,  2. 팬에 식용유를 두르고 중불에서 돼지고기를 3분 볶는다. ,  3. 고기 표면이 익으면 다진 마늘과 양파를 넣어 1분 볶는다. ,  4. 김치, 고춧가루, 설탕을 넣고 4분 볶는다. ,  5. 진간장을 넣고 돼지고기 속까지 익도록 2분 더 볶는다. ,  6. 대파를 넣어 1분 볶은 뒤 불을 끄고 참기름과 통깨를 섞는다.]","[1. 약 1분 ,  2. 3분 ,  3. 1분 ,  4. 4분 ,  5. 2분 ,  6. 1분]","[1. 불 사용 없음 ,  2. 중불 ,  3. 중불 ,  4. 중불 ,  5. 중불 ,  6. 불 끔]",조리 후 2시간 안에 밀폐 냉장하고 2일 이내 섭취,팬에 물 10ml를 넣어 약불 3분 또는 전자레인지 700W 1분 30초 이상 재가열,[앞다리살은 목살 또는 대패삼겹살 150g으로 대체 가능],[통깨와 참기름은 생략 가능],"재료와 양념을 불을 켜기 전에 모두 꺼내 두고, 팬에 물이 생기지 않도록 한 번에 너무 많이 넣지 않는다.",고기와 김치를 한꺼번에 넣으면 고기가 삶아지듯 익을 수 있다. 고기 표면을 먼저 볶아 익힌다.,4,5
R0049,돼지고기 김치찌개,찌개,찌개,"[돼지고기, 김치, 두부]","[볶기, 끓이기]","[냄비 하나, 설거지 적음, 냉동 가능, 든든한 한 끼, 남은 재료 활용]",[점심·저녁],매움,1인분,"[돼지고기 앞다리살, 배추김치, 두부, 양파, 대파, 물, 김치국물, 고춧가루, 국간장, 다진 마늘, 식용유, 설탕]","[130g, 180g, 120g, 1/4개(50g), 15g, 450ml, 30ml, 3g(1/2큰술), 5ml(1작은술), 5g(1작은술), 5ml(1작은술), 2g]",12,25,쉬움,"[칼, 도마, 냄비, 국자]",적음,7,"[1. 돼지고기는 3cm, 김치는 2cm 폭, 두부는 2cm, 양파는 1cm 폭으로 썬다. ,  2. 냄비에 식용유를 두르고 중불에서 돼지고기를 2분 볶는다. ,  3. 김치와 설탕을 넣고 3분 더 볶는다. ,  4. 물, 김치국물, 고춧가루, 다진 마늘을 넣고 센불에서 끓인다. ,  5. 끓으면 중불로 낮춰 10분 끓인다. ,  6. 두부와 양파를 넣어 4분 끓이고 국간장으로 간한다. ,  7. 돼지고기 속까지 익으면 대파를 넣고 1분 후 불을 끈다.]","[1. 약 1분 ,  2. 2분 ,  3. 3분 ,  4. 약 2분 ,  5. 10분 ,  6. 4분 ,  7. 1분]","[1. 불 사용 없음 ,  2. 중불 ,  3. 중불 ,  4. 센 불 ,  5. 중불 ,  6. 중불 ,  7. 불 끔]",조리 후 2시간 안에 밀폐 냉장하고 2일 이내 섭취; 냉동 2주 가능하나 두부 식감은 저하된다,냄비에서 완전히 끓인 뒤 2분 가열,[앞다리살은 목살 130g 또는 참치 80g으로 대체 가능],[두부와 양파는 생략 가능],"재료를 비슷한 크기로 썰고, 끓기 시작한 뒤 불을 낮춘 다음 마지막에 간을 맞춘다.",김치마다 짠맛이 다르다. 국간장은 마지막에 맛을 보고 넣는다.,4,5
R0050,돼지고기 김치찜,메인요리,찜·조림,"[돼지고기, 김치, 양파]",[조리기],"[냄비 하나, 도시락 가능, 냉동 가능, 든든한 한 끼, 밥반찬]",[점심·저녁],매움,1인분,"[돼지고기 목살 또는 앞다리살, 배추김치, 양파, 대파, 물, 김치국물, 고춧가루, 진간장, 설탕, 다진 마늘, 맛술]","[220g, 250g, 1/2개(100g), 20g, 300ml, 50ml, 5g(2작은술), 10ml(2작은술), 5g(1작은술), 5g(1작은술), 15ml(1큰술)]",11,45,보통,"[칼, 도마, 두꺼운 냄비, 뚜껑, 집게, 국자]",보통,7,"[1. 돼지고기는 5cm 크기로 자르고 김치는 포기째면 길이만 반으로 자른다. ,  2. 냄비 바닥에 양파를 깔고 김치와 돼지고기를 번갈아 올린다. ,  3. 물, 김치국물, 고춧가루, 진간장, 설탕, 다진 마늘, 맛술을 섞어 붓는다. ,  4. 센불에서 끓기 시작하면 중약불로 낮추고 뚜껑을 덮어 30분 익힌다. ,  5. 중간에 한 번 바닥이 눌지 않도록 국물을 떠서 위에 끼얹는다. ,  6. 돼지고기가 젓가락으로 쉽게 찢어지고 김치가 부드러워지면 대파를 넣는다. ,  7. 뚜껑을 열고 5분 더 졸여 국물이 자작해지면 불을 끈다.]","[1. 약 3분 ,  2. 약 1분 ,  3. 약 1분 ,  4. 30분 ,  5. 약 1분 ,  6. 약 1분 ,  7. 5분]","[1. 불 사용 없음 ,  2. 불 사용 없음 ,  3. 불 사용 없음 ,  4. 센 불→중약불 ,  5. 불 사용 없음 ,  6. 불 사용 없음 ,  7. 불 끔]",조리 후 2시간 안에 밀폐 냉장하고 3일 이내 섭취; 소분 냉동 2주 가능,냄비에 물 20ml를 더해 완전히 끓인 뒤 3분 가열,"[목살은 앞다리살 또는 삼겹살 220g으로 대체 가능,  맛술은 물 15ml로 대체 가능]",[양파는 생략 가능],"양념은 불을 켜기 전에 한 그릇에 미리 섞고, 국물이 빨리 줄면 물을 1큰술씩 보충한다.",불이 세면 김치 양념과 설탕이 바닥에 탄다. 끓은 뒤 반드시 중약불로 낮추고 국물이 줄면 물을 50ml 추가한다.,2,3
R0051,돼지고기 장조림,반찬,장조림,[돼지고기],[조리기],"[냄비 하나, 도시락 가능, 냉동 가능, 밥반찬]",[점심·저녁],없음,1인분,"[돼지고기 안심 또는 앞다리살, 물, 진간장, 설탕, 맛술, 다진 마늘, 대파 흰 부분, 통후추, 꽈리고추]","[180g, 500ml, 45ml(3큰술), 10g(2작은술), 15ml(1큰술), 3g, 20g, 5알(0.2g), 40g(선택)]",9,40,보통,"[냄비, 집게, 칼, 도마, 밀폐용기]",보통,7,"[1. 돼지고기는 5cm 길이 덩어리로 자르고 키친타월로 핏물을 닦는다. ,  2. 냄비에 고기, 물 400ml, 대파, 통후추를 넣고 센불에서 끓인다. ,  3. 끓으면 거품을 걷고 중약불에서 20분 삶는다. ,  4. 고기를 꺼내 5분 식힌 뒤 결대로 한입 크기로 찢는다. ,  5. 깨끗한 냄비에 찢은 고기, 삶은 물 150ml, 진간장, 설탕, 맛술, 다진 마늘을 넣는다. ,  6. 중약불에서 10분 조리고 꽈리고추를 사용할 경우 마지막 3분에 넣는다. ,  7. 국물이 80ml 정도 남고 고기에 간이 배면 불을 끄고 완전히 식힌다.]","[1. 약 3분 ,  2. 약 2분 ,  3. 20분 ,  4. 5분 ,  5. 약 2분 ,  6. 10분 + 3분 ,  7. 약 1분]","[1. 불 사용 없음 ,  2. 센 불 ,  3. 중약불 ,  4. 불 사용 없음 ,  5. 중약불 ,  6. 중약불 ,  7. 불 끔]",국물과 함께 밀폐 냉장 4일; 소분 냉동 2주 가능,먹을 만큼만 덜어 전자레인지 700W에서 1분 또는 냄비 약불 3분 가열,"[안심은 앞다리살로 대체 가능,  맛술은 물 15ml로 대체 가능]",[꽈리고추와 통후추는 생략 가능],"양념은 불을 켜기 전에 한 그릇에 미리 섞고, 국물이 빨리 줄면 물을 1큰술씩 보충한다.",간장 양념을 처음부터 넣고 오래 삶으면 고기가 질겨질 수 있다. 먼저 물에 부드럽게 삶은 뒤 짧게 조린다.,3,4
R0052,돼지불고기,메인요리,볶음,"[돼지고기, 양파, 당근]",[볶기],"[원팬 요리, 도시락 가능, 든든한 한 끼, 밥반찬]",[점심·저녁],없음,1인분,"[돼지고기 앞다리살 불고기용, 양파, 대파, 당근, 식용유, 진간장, 설탕, 맛술, 다진 마늘, 참기름, 후추, 통깨]","[180g, 1/4개(50g), 20g, 25g, 5ml(1작은술), 20ml(1큰술+1작은술), 8g(2작은술), 15ml(1큰술), 5g(1작은술), 5ml(1작은술), 0.1g, 1g]",12,20,쉬움,"[칼, 도마, 볼, 프라이팬, 집게]",보통,6,"[1. 양파는 0.5cm 두께, 대파는 어슷하게, 당근은 가늘게 채 썬다. ,  2. 볼에 진간장, 설탕, 맛술, 다진 마늘, 참기름, 후추를 섞는다. ,  3. 돼지고기와 채소를 양념에 넣고 서로 붙은 고기를 풀어 5분 재운다. ,  4. 프라이팬에 식용유를 두르고 중강불에서 양념한 고기를 펼쳐 넣는다. ,  5. 고기 색이 변할 때까지 3분 볶고 채소와 함께 3분 더 볶는다. ,  6. 고기 속까지 익고 팬의 물기가 거의 없어지면 불을 끄고 통깨를 뿌린다.]","[1. 약 1분 ,  2. 약 1분 ,  3. 5분 ,  4. 약 1분 ,  5. 3분 + 3분 ,  6. 약 1분]","[1. 불 사용 없음 ,  2. 불 사용 없음 ,  3. 불 사용 없음 ,  4. 중강불 ,  5. 중강불 ,  6. 불 끔]",조리 후 2시간 안에 밀폐 냉장하고 2일 이내 섭취; 양념한 생고기는 냉장 1일,팬에 물 10ml를 넣어 3분 또는 전자레인지 700W에서 1분 30초 이상 재가열,"[앞다리살은 목살 또는 대패삼겹살 180g으로 대체 가능,  맛술은 물로 대체 가능]",[당근과 통깨는 생략 가능],"재료와 양념을 불을 켜기 전에 모두 꺼내 두고, 팬에 물이 생기지 않도록 한 번에 너무 많이 넣지 않는다.",고기를 한 덩어리로 넣으면 삶아지듯 익는다. 팬에 올리자마자 집게로 얇게 펼쳐 볶는다.,4,5
R0053,된장찌개,찌개,찌개,"[두부, 애호박, 감자]",[끓이기],"[냄비 하나, 든든한 한 끼, 남은 재료 활용]",[점심·저녁],약간 매움,1인분,"[두부, 애호박, 감자, 양파, 대파, 물, 된장, 고추장, 다진 마늘, 국물용 멸치]","[120g, 80g, 80g, 1/4개(50g), 15g, 450ml, 25g(1큰술+1작은술), 5g(1작은술, 선택), 3g, 5마리(8g, 선택)]",10,22,쉬움,"[칼, 도마, 냄비, 체 또는 숟가락, 국자]",보통,7,"[1. 감자는 1.5cm, 애호박·양파·두부는 2cm 크기로 썰고 대파는 어슷하게 썬다. ,  2. 냄비에 물과 멸치를 넣고 센불에서 끓인 뒤 중불로 5분 끓여 멸치를 건진다. ,  3. 된장과 고추장을 체나 숟가락으로 풀어 넣는다. ,  4. 감자를 넣고 중불에서 6분 끓인다. ,  5. 양파와 애호박을 넣어 4분 끓인다. ,  6. 두부와 다진 마늘을 넣고 3분 더 끓인다. ,  7. 감자가 부드러우면 대파를 넣고 1분 후 불을 끈다.]","[1. 약 3분 ,  2. 5분 ,  3. 약 1분 ,  4. 6분 ,  5. 4분 ,  6. 3분 ,  7. 1분]","[1. 불 사용 없음 ,  2. 센 불→중불 ,  3. 불 사용 없음 ,  4. 중불 ,  5. 중불 ,  6. 중불 ,  7. 불 끔]",밀폐 냉장 2일; 두부와 감자 때문에 냉동은 비추천,냄비에서 완전히 끓인 뒤 2분 가열,"[멸치는 생략하고 물만 사용 가능,  감자·애호박 중 하나는 버섯 70g으로 대체 가능]",[멸치는 생략하고 물만 사용 가능; 고추장은 생략 가능],"재료를 비슷한 크기로 썰고, 끓기 시작한 뒤 불을 낮춘 다음 마지막에 간을 맞춘다.",된장 염도가 제품마다 다르다. 처음에 20g만 풀고 마지막에 5g을 추가해 간을 맞춘다.,4,5
R0054,두부 계란볶음,반찬,볶음,"[두부, 계란]",[볶기],"[15분 이하, 원팬 요리, 칼 없이 가능, 설거지 적음, 도시락 가능, 밥반찬, 남은 재료 활용]",[점심·저녁],없음,1인분,"[부침용 두부, 계란, 대파, 식용유, 진간장, 굴소스, 소금, 후추, 참기름]","[200g, 2개(100g), 15g, 10ml(2작은술), 10ml(2작은술), 5ml(1작은술), 0.3g, 0.1g, 2.5ml(1/2작은술)]",9,15,매우 쉬움,"[키친타월, 볼, 프라이팬, 뒤집개]",적음,6,"[1. 두부는 키친타월로 감싸 가볍게 눌러 물기를 제거하고 2cm 크기로 으깬다. ,  2. 계란은 볼에 깨서 소금과 함께 푼다. ,  3. 프라이팬에 식용유를 두르고 중불에서 두부를 3분 볶아 수분을 날린다. ,  4. 두부를 팬 한쪽으로 밀고 빈 공간에 계란물을 붓는다. ,  5. 계란이 반쯤 익으면 두부와 섞어 2분 볶는다. ,  6. 진간장, 굴소스, 후추, 대파를 넣고 1분 볶은 뒤 불을 끄고 참기름을 넣는다.]","[1. 약 3분 ,  2. 약 1분 ,  3. 3분 ,  4. 약 1분 ,  5. 2분 ,  6. 1분]","[1. 불 사용 없음 ,  2. 불 사용 없음 ,  3. 중불 ,  4. 중불 ,  5. 불 사용 없음 ,  6. 불 끔]",밀폐 냉장 2일; 냉동은 식감이 떨어져 비추천,"전자레인지 700W에서 1분 30초, 중간에 한 번 섞어 데운다",[굴소스는 진간장 5ml+설탕 1g으로 대체 가능],[대파와 참기름은 생략 가능],"재료와 양념을 불을 켜기 전에 모두 꺼내 두고, 팬에 물이 생기지 않도록 한 번에 너무 많이 넣지 않는다.",두부 물기를 충분히 날리지 않으면 계란이 묽어진다. 계란을 넣기 전 팬 바닥에 물이 보이지 않게 볶는다.,5,5
R0055,두부 샐러드,샐러드,샐러드,"[두부, 샐러드 채소, 방울토마토]","[굽기, 무치기]","[15분 이하, 원팬 요리]",[점심·저녁],없음,1인분,"[부침용 두부, 양상추 또는 샐러드 채소, 방울토마토, 오이, 식용유, 진간장, 식초, 올리고당, 참기름, 통깨]","[200g, 80g, 5개(80g), 50g, 5ml(1작은술), 10ml(2작은술), 10ml(2작은술), 5g(1작은술), 5ml(1작은술), 1g]",10,15,매우 쉬움,"[키친타월, 칼, 도마, 프라이팬, 볼, 집게]",보통,6,"[1. 두부는 키친타월로 물기를 닦고 2cm 크기로 썬다. ,  2. 샐러드 채소는 씻어 물기를 빼고 토마토는 반, 오이는 0.5cm 두께로 썬다. ,  3. 프라이팬에 식용유를 두르고 중불에서 두부의 두 면을 각각 2분씩 굽는다. ,  4. 작은 볼에 진간장, 식초, 올리고당, 참기름, 통깨를 섞어 드레싱을 만든다. ,  5. 그릇에 채소와 구운 두부를 담는다. ,  6. 먹기 직전에 드레싱을 뿌려 가볍게 섞는다.]","[1. 약 1분 ,  2. 약 3분 ,  3. 2분 ,  4. 약 1분 ,  5. 약 1분 ,  6. 약 1분]","[1. 불 사용 없음 ,  2. 불 사용 없음 ,  3. 중불 ,  4. 불 사용 없음 ,  5. 불 사용 없음 ,  6. 불 사용 없음]",드레싱과 재료를 따로 밀폐 냉장 1일; 완성품은 바로 먹고 재가열·냉동하지 않는다,완성품은 바로 먹고 재가열·냉동하지 않는다,"[샐러드 채소는 양배추 80g으로 대체 가능,  올리고당은 설탕 3g으로 대체 가능]",[토마토·오이 중 하나는 생략 가능],채소의 물기를 충분히 뺀 뒤 먹기 직전에 양념하면 물이 덜 생기고 간도 흐려지지 않는다.,씻은 채소 물기가 남으면 드레싱이 묽어진다. 체에 충분히 받치거나 키친타월로 물기를 제거한다.,5,5
R0056,두부강정,메인요리,강정,[두부],"[굽기, 조리기]","[원팬 요리, 도시락 가능, 든든한 한 끼, 밥반찬]",[점심·저녁],약간 매움,1인분,"[부침용 두부, 전분, 식용유, 고추장, 케첩, 올리고당, 진간장, 물, 다진 마늘, 통깨]","[250g, 25g(2큰술), 15ml(1큰술), 15g(1큰술), 15g(1큰술), 15g(1큰술), 5ml(1작은술), 15ml(1큰술), 2g, 1g]",10,22,쉬움,"[키친타월, 칼, 도마, 비닐봉지 또는 볼, 프라이팬, 뒤집개]",보통,7,"[1. 두부는 키친타월로 감싸 5분 눌러 물기를 빼고 2cm 크기로 썬다. ,  2. 두부와 전분을 봉지에 넣고 흔들어 얇게 묻힌다. ,  3. 팬에 식용유를 두르고 중불에서 두부의 여러 면을 6~7분 굴려가며 노릇하게 굽는다. ,  4. 구운 두부를 잠시 접시에 꺼낸다. ,  5. 같은 팬에 고추장, 케첩, 올리고당, 진간장, 물, 다진 마늘을 넣고 약불에서 1분 끓인다. ,  6. 소스가 걸쭉해지면 두부를 넣고 30초 빠르게 버무린다. ,  7. 불을 끄고 통깨를 뿌려 바로 먹는다.]","[1. 5분 ,  2. 약 1분 ,  3. 6~7분 ,  4. 약 1분 ,  5. 1분 ,  6. 30초 ,  7. 약 1분]","[1. 불 사용 없음 ,  2. 불 사용 없음 ,  3. 중불 ,  4. 불 사용 없음 ,  5. 약불 ,  6. 약불 ,  7. 불 끔]",밀폐 냉장 2일; 바삭함은 줄어든다,에어프라이어 170℃ 4분 또는 전자레인지 700W 1분 재가열,"[고추장은 케첩 10g 추가로 대체해 순한 맛 가능,  전분은 부침가루 25g으로 대체 가능]",[통깨는 생략 가능],"양념은 불을 켜기 전에 한 그릇에 미리 섞고, 국물이 빨리 줄면 물을 1큰술씩 보충한다.",두부 물기가 남으면 전분이 뭉치고 기름이 튄다. 충분히 눌러 말린 뒤 전분을 얇게 묻힌다.,4,4
R0057,두부김치,메인요리,두부 요리,"[두부, 김치, 돼지고기]",[볶기],"[도시락 가능, 든든한 한 끼, 밥반찬]",[점심·저녁],약간 매움,1인분,"[부침용 두부, 배추김치, 돼지고기 앞다리살, 양파, 대파, 식용유, 고춧가루, 설탕, 진간장, 참기름, 통깨]","[250g, 180g, 100g(선택), 1/4개(50g), 15g, 5ml(1작은술), 2g(1작은술), 5g(1작은술), 5ml(1작은술), 5ml(1작은술), 1g]",11,22,쉬움,"[칼, 도마, 냄비, 프라이팬, 뒤집개, 집게]",보통,7,"[1. 두부는 1.5cm 두께로 썰어 끓는 물에 3분 데운 뒤 물기를 뺀다. ,  2. 김치는 2cm 폭, 양파는 0.5cm 두께, 대파는 어슷하게 썬다. ,  3. 팬에 식용유를 두르고 돼지고기를 사용할 경우 중불에서 3분 볶는다. ,  4. 양파와 김치를 넣어 4분 볶는다. ,  5. 고춧가루, 설탕, 진간장을 넣고 2분 더 볶는다. ,  6. 대파를 넣어 1분 볶고 불을 끈 뒤 참기름과 통깨를 섞는다. ,  7. 접시에 데운 두부와 볶은 김치를 나란히 담는다.]","[1. 3분 ,  2. 약 1분 ,  3. 3분 ,  4. 4분 ,  5. 2분 ,  6. 1분 ,  7. 약 1분]","[1. 불 사용 없음 ,  2. 불 사용 없음 ,  3. 중불 ,  4. 중불 ,  5. 중불 ,  6. 불 끔 ,  7. 불 사용 없음]",두부와 볶음김치를 따로 밀폐 냉장 2일; 냉동 비추천,"두부는 전자레인지 700W 40초, 김치는 1분 이상 데운다",[돼지고기는 생략하거나 참치 60g으로 대체 가능],[돼지고기는 생략하거나 참치 60g으로 대체 가능; 양파·통깨는 생략 가능],"재료와 양념을 불을 켜기 전에 모두 꺼내 두고, 팬에 물이 생기지 않도록 한 번에 너무 많이 넣지 않는다.",두부를 오래 끓이면 부서지고 질겨질 수 있다. 3분만 데우고 체에 받쳐 물기를 뺀다.,4,5
